"MatchKey","Type","SetNum","MatchNum","MatchTeamKey","TeamNumber","Alliance","Position","match_scouter","auto__tarmac","auto__starting_position","auto__highhub","auto__lowhub","teleop__highhub","teleop__lowhub","endgame__climb_position","endgame__climbtime","breakdown","defended","playeddefense"
"2022orsal_qm28","qm",1,28,"frc997",997,"blue",1,"Ayden",true,"4",0,0,2,0,"traverse",12,false,false,true
"2022orsal_qm28","qm",1,28,"frc955",955,"blue",2,"Alex",false,"4",2,0,3,0,"traverse",0,false,false,false
"2022orsal_qm28","qm",1,28,"frc1425",1425,"blue",3,"Suhaani",true,"3",6,0,1,0,"traverse",0,false,false,false
"2022orsal_qm29","qm",1,29,"frc6443",6443,"red",1,"aasha",true,"4",1,0,5,0,"traverse",0,false,false,false
"2022orsal_qm29","qm",1,29,"frc4043",4043,"red",2,"lily",true,"2",0,1,0,4,"none",0,false,false,false
"2022orsal_qm29","qm",1,29,"frc2521",2521,"red",3,"casey",false,"1",1,1,6,0,"traverse",9,false,false,false
"2022orsal_qm29","qm",1,29,"frc4488",4488,"blue",1,"",true,"4",1,0,0,0,"traverse",0,true,false,false
"2022orsal_qm29","qm",1,29,"frc7034",7034,"blue",2,"alex",false,"1",2,0,7,0,"traverse",0,false,false,false
"2022orsal_qm29","qm",1,29,"frc753",753,"blue",3,"Suhaani ",true,"2",5,0,0,0,"none",0,false,false,false
"2022orsal_qm30","qm",1,30,"frc5468",5468,"red",1,"Aasha",true,"4",0,1,3,2,"traverse",0,false,false,false
"2022orsal_qm30","qm",1,30,"frc5450",5450,"red",2,"lily",true,"3",1,0,1,0,"none",0,false,false,false
"2022orsal_qm30","qm",1,30,"frc2811",2811,"red",3,"casey",false,"3",3,0,12,0,"none",0,false,false,false
"2022orsal_qm30","qm",1,30,"frc957",957,"blue",1,,,,,,,,,,,,
"2022orsal_qm30","qm",1,30,"frc2733",2733,"blue",2,"",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm30","qm",1,30,"frc1432",1432,"blue",3,"Suhaani",true,"2",0,0,0,0,"high",0,false,false,false
"2022orsal_qm31","qm",1,31,"frc3812",3812,"red",1,"aasha 3812",true,"4",1,0,1,0,"none",0,false,false,false
"2022orsal_qm31","qm",1,31,"frc6465",6465,"red",2,"lily",false,"4",1,0,1,0,"none",0,false,false,false
"2022orsal_qm31","qm",1,31,"frc1425",1425,"red",3,"casey",false,"3",4,0,1,1,"traverse",8,false,false,false
"2022orsal_qm31","qm",1,31,"frc3024",3024,"blue",1,,,,,,,,,,,,
"2022orsal_qm31","qm",1,31,"frc3674",3674,"blue",2,,,,,,,,,,,,
"2022orsal_qm31","qm",1,31,"frc4057",4057,"blue",3,"Suhaani ",true,"4",0,1,0,0,"none",0,false,false,true
"2022orsal_qm32","qm",1,32,"frc2635",2635,"red",1,"aasha 2635",true,"4",2,0,4,0,"mid",0,false,false,false
"2022orsal_qm32","qm",1,32,"frc997",997,"red",2,"lily",true,"1",0,0,0,0,"traverse",0,true,false,true
"2022orsal_qm32","qm",1,32,"frc8032",8032,"red",3,,,,,,,,,,,,
"2022orsal_qm32","qm",1,32,"frc2471",2471,"blue",1,,,,,,,,,,,,
"2022orsal_qm32","qm",1,32,"frc1359",1359,"blue",2,,,,,,,,,,,,
"2022orsal_qm32","qm",1,32,"frc3673",3673,"blue",3,"Suhaani 3673",true,"1",0,0,0,0,"mid",0,false,false,false
"2022orsal_qm33","qm",1,33,"frc2990",2990,"red",1,"Aasha  ",true,"2",2,0,9,2,"traverse",0,false,false,false
"2022orsal_qm33","qm",1,33,"frc3636",3636,"red",2,"lily",true,"3",4,0,11,0,"traverse",24,false,false,false
"2022orsal_qm33","qm",1,33,"frc7034",7034,"red",3,"casey",false,"4",4,0,13,0,"none",0,false,false,false
"2022orsal_qm33","qm",1,33,"frc3131",3131,"blue",1,,,,,,,,,,,,
"2022orsal_qm33","qm",1,33,"frc957",957,"blue",2,,,,,,,,,,,,
"2022orsal_qm33","qm",1,33,"frc955",955,"blue",3,"Suhaani ",true,"3",0,1,15,0,"none",0,false,false,false
"2022orsal_qm34","qm",1,34,"frc6443",6443,"red",1,"aasha",true,"1",1,0,3,0,"traverse",0,false,false,false
"2022orsal_qm34","qm",1,34,"frc4057",4057,"red",2,"lily",true,"1",0,2,0,15,"none",0,false,false,false
"2022orsal_qm34","qm",1,34,"frc2733",2733,"red",3,"casey",true,"2",1,0,0,0,"mid",11,false,false,false
"2022orsal_qm34","qm",1,34,"frc5468",5468,"blue",1,,,,,,,,,,,,
"2022orsal_qm34","qm",1,34,"frc3024",3024,"blue",2,"Gavin",false,"3",1,0,4,0,"mid",0,false,false,false
"2022orsal_qm34","qm",1,34,"frc3812",3812,"blue",3,"Suhaani 3812",true,"4",0,0,0,0,"none",0,false,false,false
"2022orsal_qm35","qm",1,35,"frc1359",1359,"red",1,"aasha pir",false,"1",0,1,0,3,"mid",0,false,false,false
"2022orsal_qm35","qm",1,35,"frc3673",3673,"red",2,"lily",false,"1",0,0,0,0,"none",0,false,false,false
"2022orsal_qm35","qm",1,35,"frc4488",4488,"red",3,"casey",false,"4",4,0,9,0,"none",0,false,false,false
"2022orsal_qm35","qm",1,35,"frc3674",3674,"blue",1,,,,,,,,,,,,
"2022orsal_qm35","qm",1,35,"frc2811",2811,"blue",2,"Gavin",false,"3",3,0,7,0,"none",0,false,false,false
"2022orsal_qm35","qm",1,35,"frc8032",8032,"blue",3,"Suhaani",true,"4",0,1,0,0,"mid",0,true,false,false
"2022orsal_qm36","qm",1,36,"frc4043",4043,"red",1,"Aasha 4043 (no show)",false,"2",0,0,0,0,"none",0,false,false,false
"2022orsal_qm36","qm",1,36,"frc2990",2990,"red",2,"lily",true,"3",2,0,12,0,"traverse",13,false,false,false
"2022orsal_qm36","qm",1,36,"frc955",955,"red",3,"casey",false,"2",2,0,14,0,"traverse",11,false,false,false
"2022orsal_qm36","qm",1,36,"frc2521",2521,"blue",1,,,,,,,,,,,,
"2022orsal_qm36","qm",1,36,"frc5450",5450,"blue",2,"Gavin",false,"4",0,0,0,0,"mid",0,false,false,false
"2022orsal_qm36","qm",1,36,"frc2635",2635,"blue",3,"Suhaani 2635",true,"2",0,0,1,1,"none",0,false,false,false
"2022orsal_qm37","qm",1,37,"frc1432",1432,"red",1,"Aasha 1423",true,"2",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm37","qm",1,37,"frc1425",1425,"red",2,"LILY",true,"4",3,0,0,0,"traverse",13,false,true,false
"2022orsal_qm37","qm",1,37,"frc3636",3636,"red",3,"casey",false,"1",2,0,4,0,"none",0,false,false,false
"2022orsal_qm37","qm",1,37,"frc2471",2471,"blue",1,,,,,,,,,,,,
"2022orsal_qm37","qm",1,37,"frc6465",6465,"blue",2,"Gavin",false,"4",1,0,3,0,"none",0,false,false,false
"2022orsal_qm37","qm",1,37,"frc997",997,"blue",3,"Suhaani ",false,"1",1,1,1,0,"traverse",0,false,false,false
"2022orsal_qm38","qm",1,38,"frc8032",8032,"red",1,"aasha 8032",true,"4",0,0,0,1,"traverse",0,true,false,false
"2022orsal_qm38","qm",1,38,"frc753",753,"red",2,"lily",true,"3",0,0,0,0,"traverse",0,true,false,false
"2022orsal_qm38","qm",1,38,"frc957",957,"red",3,"Ayden",true,"4",2,0,0,3,"mid",6,false,false,false
"2022orsal_qm38","qm",1,38,"frc3131",3131,"blue",1,,,,,,,,,,,,
"2022orsal_qm38","qm",1,38,"frc3024",3024,"blue",2,,,,,,,,,,,,
"2022orsal_qm38","qm",1,38,"frc1359",1359,"blue",3,"suhaani",false,"4",0,0,0,0,"mid",0,false,true,false
"2022orsal_qm39","qm",1,39,"frc2990",2990,"red",1,"aasha",false,"3",2,0,8,1,"traverse",0,false,false,false
"2022orsal_qm39","qm",1,39,"frc2635",2635,"red",2,"lily",true,"2",1,1,1,0,"mid",5,false,false,true
"2022orsal_qm39","qm",1,39,"frc3812",3812,"red",3,"Ayden",true,"4",1,0,4,0,"none",0,false,false,false
"2022orsal_qm39","qm",1,39,"frc7034",7034,"blue",1,,,,,,,,,,,,
"2022orsal_qm39","qm",1,39,"frc5468",5468,"blue",2,"alex",false,"1",0,1,0,0,"traverse",0,false,false,true
"2022orsal_qm39","qm",1,39,"frc6443",6443,"blue",3,"Suhaani ",true,"1",0,0,2,1,"none",0,false,false,false
"2022orsal_qm40","qm",1,40,"frc1425",1425,"red",1,"Aasha",true,"3",0,3,8,0,"traverse",0,false,false,false
"2022orsal_qm40","qm",1,40,"frc2471",2471,"red",2,"lily",true,"3",2,0,10,0,"mid",7,false,false,false
"2022orsal_qm40","qm",1,40,"frc3674",3674,"red",3,"casey",false,"2",2,0,6,0,"mid",0,false,false,false
"2022orsal_qm40","qm",1,40,"frc4043",4043,"blue",1,,,,,,,,,,,,
"2022orsal_qm40","qm",1,40,"frc4057",4057,"blue",2,"alex",false,"4",0,2,0,10,"none",0,false,false,false
"2022orsal_qm40","qm",1,40,"frc1432",1432,"blue",3,"Suhaani",false,"2",1,0,2,0,"traverse",0,false,false,false
"2022orsal_qm41","qm",1,41,"frc997",997,"red",1,"Aasha",true,"4",0,1,2,0,"traverse",0,false,false,false
"2022orsal_qm41","qm",1,41,"frc2811",2811,"red",2,"lily",true,"3",4,0,11,0,"none",0,false,false,true
"2022orsal_qm41","qm",1,41,"frc3673",3673,"red",3,"casey",true,"4",0,1,1,0,"mid",3,false,false,false
"2022orsal_qm41","qm",1,41,"frc2521",2521,"blue",1,,,,,,,,,,,,
"2022orsal_qm41","qm",1,41,"frc753",753,"blue",2,"alex",false,"1",0,0,1,0,"none",0,false,true,false
"2022orsal_qm41","qm",1,41,"frc2733",2733,"blue",3,"suhaani",true,"3",0,0,0,0,"high",0,false,false,true
"2022orsal_qm42","qm",1,42,"frc4488",4488,"red",1,"Aasha",true,"4",4,0,12,0,"high",0,false,false,false
"2022orsal_qm42","qm",1,42,"frc955",955,"red",2,"casey",true,"3",0,0,11,0,"none",0,false,false,false
"2022orsal_qm42","qm",1,42,"frc3636",3636,"red",3,"Gavin",true,"1",2,0,5,1,"mid",0,false,false,false
"2022orsal_qm42","qm",1,42,"frc6465",6465,"blue",1,,,,,,,,,,,,
"2022orsal_qm42","qm",1,42,"frc3131",3131,"blue",2,"alex",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm42","qm",1,42,"frc5450",5450,"blue",3,"Suhaani ",true,"2",1,0,0,0,"mid",0,false,false,false
"2022orsal_qm43","qm",1,43,"frc1425",1425,"red",1,"Aasha",false,"1",0,0,10,0,"traverse",0,false,false,false
"2022orsal_qm43","qm",1,43,"frc7034",7034,"red",2,"casey",false,"4",2,0,11,0,"traverse",7,false,false,false
"2022orsal_qm43","qm",1,43,"frc3024",3024,"red",3,"",false,"2",0,0,4,0,"traverse",0,false,false,false
"2022orsal_qm43","qm",1,43,"frc4057",4057,"blue",1,"Gavin",false,"2",0,0,0,6,"low",0,false,false,false
"2022orsal_qm43","qm",1,43,"frc3812",3812,"blue",2,,,,,,,,,,,,
"2022orsal_qm43","qm",1,43,"frc4043",4043,"blue",3,"Suhaani 4043",false,"1",0,2,0,4,"mid",0,false,false,false
"2022orsal_qm44","qm",1,44,"frc1359",1359,"red",1,"Aasha",false,"3",0,1,0,8,"mid",0,false,false,false
"2022orsal_qm44","qm",1,44,"frc3674",3674,"red",2,"casey",false,"2",2,0,2,0,"none",0,false,false,false
"2022orsal_qm44","qm",1,44,"frc6443",6443,"red",3,"",true,"4",2,0,3,0,"none",0,true,false,false
"2022orsal_qm44","qm",1,44,"frc957",957,"blue",1,"Gavin",true,"2",0,0,3,1,"mid",0,false,false,false
"2022orsal_qm44","qm",1,44,"frc2521",2521,"blue",2,"alex",false,"4",0,0,5,0,"traverse",0,false,false,false
"2022orsal_qm44","qm",1,44,"frc2471",2471,"blue",3,"Suhaani 2471",true,"4",1,0,9,0,"traverse",0,false,false,false
"2022orsal_qm45","qm",1,45,"frc2990",2990,"red",1,"Aasha",true,"3",3,0,6,0,"traverse",0,false,false,false
"2022orsal_qm45","qm",1,45,"frc2733",2733,"red",2,"casey",false,"2",2,0,0,0,"traverse",22,false,false,false
"2022orsal_qm45","qm",1,45,"frc5450",5450,"red",3,"",true,"4",2,0,0,0,"mid",0,false,false,false
"2022orsal_qm45","qm",1,45,"frc3673",3673,"blue",1,"Gavin",true,"1",0,0,4,0,"high",0,false,false,false
"2022orsal_qm45","qm",1,45,"frc3636",3636,"blue",2,"alex",false,"4",0,0,0,0,"low",0,false,false,true
"2022orsal_qm45","qm",1,45,"frc753",753,"blue",3,"Suhaani ",true,"2",0,0,2,0,"traverse",0,false,false,false
"2022orsal_qm46","qm",1,46,"frc2635",2635,"red",1,"aasha 2635",true,"2",0,0,2,0,"mid",0,false,false,false
"2022orsal_qm46","qm",1,46,"frc5468",5468,"red",2,"casey",false,"3",0,1,3,0,"traverse",13,false,false,false
"2022orsal_qm46","qm",1,46,"frc6465",6465,"red",3,"",false,"1",0,0,2,0,"none",0,false,false,false
"2022orsal_qm46","qm",1,46,"frc955",955,"blue",1,"",false,"4",0,0,0,0,"none",0,false,false,false
"2022orsal_qm46","qm",1,46,"frc8032",8032,"blue",2,"alex",false,"4",0,0,0,2,"mid",0,false,false,false
"2022orsal_qm46","qm",1,46,"frc1432",1432,"blue",3,"Suhaani",true,"2",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm47","qm",1,47,"frc997",997,"red",1,"aasha",true,"2",0,0,0,0,"traverse",0,false,false,true
"2022orsal_qm47","qm",1,47,"frc4488",4488,"red",2,"casey",false,"4",4,0,9,0,"high",5,false,false,false
"2022orsal_qm47","qm",1,47,"frc6443",6443,"red",3,"",false,"1",2,0,2,0,"none",0,false,false,false
"2022orsal_qm47","qm",1,47,"frc2811",2811,"blue",1,"Gavin",true,"3",1,0,15,0,"none",0,false,false,false
"2022orsal_qm47","qm",1,47,"frc3131",3131,"blue",2,"alex",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm47","qm",1,47,"frc4057",4057,"blue",3,"Suhaani ",true,"1",0,1,0,9,"mid",0,false,false,false
"2022orsal_qm48","qm",1,48,"frc3673",3673,"red",1,"Aasha 3673",true,"3",0,1,0,0,"mid",0,false,false,true
"2022orsal_qm48","qm",1,48,"frc3024",3024,"red",2,"casey",false,"3",1,0,4,0,"none",0,false,false,false
"2022orsal_qm48","qm",1,48,"frc957",957,"red",3,"",false,"1",0,0,5,0,"mid",0,false,false,false
"2022orsal_qm48","qm",1,48,"frc3674",3674,"blue",1,"Gavin",true,"1",1,0,10,0,"none",0,false,false,false
"2022orsal_qm48","qm",1,48,"frc3636",3636,"blue",2,"alex",false,"4",2,0,9,0,"traverse",0,false,false,false
"2022orsal_qm48","qm",1,48,"frc2990",2990,"blue",3,"Suhaani ",true,"3",2,0,9,0,"traverse",0,false,false,false
"2022orsal_qm49","qm",1,49,"frc5468",5468,"red",1,"Aasha",true,"4",0,0,5,1,"traverse",0,false,false,false
"2022orsal_qm49","qm",1,49,"frc2521",2521,"red",2,"casey",false,"4",2,0,5,0,"traverse",11,false,false,false
"2022orsal_qm49","qm",1,49,"frc8032",8032,"red",3,"",true,"2",0,0,0,0,"none",0,false,false,false
"2022orsal_qm49","qm",1,49,"frc753",753,"blue",1,"",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm49","qm",1,49,"frc4043",4043,"blue",2,"",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm49","qm",1,49,"frc6465",6465,"blue",3,"Suhaani",false,"1",0,0,2,0,"none",0,false,false,false
"2022orsal_qm50","qm",1,50,"frc2811",2811,"red",1,"Aasha",true,"1",0,0,6,0,"none",0,false,false,false
"2022orsal_qm50","qm",1,50,"frc2471",2471,"red",2,"casey",false,"2",2,0,7,0,"traverse",13,false,false,false
"2022orsal_qm50","qm",1,50,"frc4488",4488,"red",3,"",false,"4",4,0,11,0,"high",0,false,false,false
"2022orsal_qm50","qm",1,50,"frc955",955,"blue",1,"Gavin",true,"3",2,0,12,0,"low",0,false,false,false
"2022orsal_qm50","qm",1,50,"frc3812",3812,"blue",2,,,,,,,,,,,,
"2022orsal_qm50","qm",1,50,"frc2635",2635,"blue",3,"Suhaani 2635",true,"2",0,0,1,0,"traverse",0,false,false,false
"2022orsal_qm51","qm",1,51,"frc997",997,"red",1,"Aasha 997",true,"4",1,0,0,0,"traverse",0,false,false,false
"2022orsal_qm51","qm",1,51,"frc2733",2733,"red",2,"casey",true,"2",1,0,3,0,"traverse",15,false,false,false
"2022orsal_qm51","qm",1,51,"frc1359",1359,"red",3,"",true,"3",0,1,0,11,"none",0,false,false,false
"2022orsal_qm51","qm",1,51,"frc3131",3131,"blue",1,"",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm51","qm",1,51,"frc1432",1432,"blue",2,"alex",false,"1",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm51","qm",1,51,"frc7034",7034,"blue",3,"Suhaani",true,"4",2,0,5,0,"traverse",0,false,false,false
"2022orsal_qm52","qm",1,52,"frc5450",5450,"red",1,"Aasha 5450",true,"3",0,0,1,0,"mid",0,false,false,false
"2022orsal_qm52","qm",1,52,"frc753",753,"red",2,,,,,,,,,,,,
"2022orsal_qm52","qm",1,52,"frc3636",3636,"red",3,"",false,"4",2,0,3,0,"traverse",0,false,false,false
"2022orsal_qm52","qm",1,52,"frc8032",8032,"blue",1,,,,,,,,,,,,
"2022orsal_qm52","qm",1,52,"frc6443",6443,"blue",2,"",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm52","qm",1,52,"frc1425",1425,"blue",3,"Suhaani",true,"3",3,0,5,0,"high",0,false,false,false
"2022orsal_qm53","qm",1,53,"frc957",957,"red",1,"Aasha",true,"1",0,2,7,0,"mid",0,false,false,false
"2022orsal_qm53","qm",1,53,"frc2811",2811,"red",2,"casey",false,"3",4,0,0,0,"none",0,false,false,false
"2022orsal_qm53","qm",1,53,"frc2521",2521,"red",3,"",false,"4",1,0,6,0,"traverse",0,false,false,false
"2022orsal_qm53","qm",1,53,"frc2635",2635,"blue",1,,,,,,,,,,,,
"2022orsal_qm53","qm",1,53,"frc4057",4057,"blue",2,"alex",false,"1",0,1,0,3,"mid",0,false,false,false
"2022orsal_qm53","qm",1,53,"frc2471",2471,"blue",3,"Suhaani",true,"4",1,0,13,0,"traverse",0,false,false,false
"2022orsal_qm54","qm",1,54,"frc6465",6465,"red",1,"Aasha",false,"1",0,0,2,0,"none",0,false,false,false
"2022orsal_qm54","qm",1,54,"frc4488",4488,"red",2,"casey",false,"4",2,0,12,0,"high",6,false,false,false
"2022orsal_qm54","qm",1,54,"frc1432",1432,"red",3,"",false,"2",0,1,0,0,"traverse",0,false,false,false
"2022orsal_qm54","qm",1,54,"frc3024",3024,"blue",1,,,,,,,,,,,,
"2022orsal_qm54","qm",1,54,"frc5468",5468,"blue",2,"alex",false,"2",0,0,3,0,"traverse",0,false,false,false
"2022orsal_qm54","qm",1,54,"frc2990",2990,"blue",3,"Suhaani",true,"3",0,0,7,0,"traverse",0,false,false,false
"2022orsal_qm55","qm",1,55,"frc1425",1425,"red",1,"Aasha",true,"3",3,0,4,0,"traverse",0,false,false,false
"2022orsal_qm55","qm",1,55,"frc4043",4043,"red",2,"casey",false,"2",2,0,0,6,"mid",4,false,false,false
"2022orsal_qm55","qm",1,55,"frc3131",3131,"red",3,"",false,"2",0,0,0,0,"none",0,false,false,false
"2022orsal_qm55","qm",1,55,"frc2733",2733,"blue",1,,,,,,,,,,,,
"2022orsal_qm55","qm",1,55,"frc955",955,"blue",2,"alex",false,"3",2,0,7,0,"low",0,false,false,false
"2022orsal_qm55","qm",1,55,"frc3673",3673,"blue",3,"Suhaani",true,"1",0,1,0,0,"none",0,false,false,true
"2022orsal_qm56","qm",1,56,"frc3812",3812,"red",1,"Aasha",false,"2",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm56","qm",1,56,"frc997",997,"red",2,"asey",false,"1",0,1,0,0,"traverse",0,false,false,false
"2022orsal_qm56","qm",1,56,"frc7034",7034,"red",3,"",false,"4",4,0,0,0,"traverse",0,false,false,false
"2022orsal_qm56","qm",1,56,"frc3674",3674,"blue",1,,,,,,,,,,,,
"2022orsal_qm56","qm",1,56,"frc1359",1359,"blue",2,"alex",false,"4",0,0,0,0,"traverse",0,false,false,false
"2022orsal_qm56","qm",1,56,"frc5450",5450,"blue",3,"Suhaani ",false,"4",0,0,0,0,"traverse",0,false,false,false
